type,space,price,area_price,address,metro,time_to_metro,date,source
3-к. квартира,52,10 900 000₽,206 831 ₽,"Белградская ул., 34к4",Проспект Славы,20,12.01.2024,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_527_m_25_et._3850117064?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJaZ1pKaWVKU2Zzd0cxdXhqIjt9Bfzh-D8AAAA
2-к. квартира,55,11 400 000₽,206 897 ₽,"2-й Муринский пр-т, 30",Площадь Мужества,10,27.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_551_m_35_et._7999457071?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJaZ1pKaWVKU2Zzd0cxdXhqIjt9Bfzh-D8AAAA
Квартира-студия,20,5 800 000₽,278 846 ₽,"территория Усть-Славянка, Славянская ул., 8",Рыбацкое,30,24.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_208_m_1923_et._7889281433?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJaZ1pKaWVKU2Zzd0cxdXhqIjt9Bfzh-D8AAAA
1-к. квартира,33,11 500 000₽,341 246 ₽,"Комендантский пр-т, 60к3",Комендантский проспект,31,12.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_337_m_219_et._7923641138?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJaZ1pKaWVKU2Zzd0cxdXhqIjt9Bfzh-D8AAAA
1-к. квартира,34,9 500 000₽,275 362 ₽,"пр-т Художников, 13к4",Озерки,20,13.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_345_m_116_et._7944929375?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJaZ1pKaWVKU2Zzd0cxdXhqIjt9Bfzh-D8AAAA
2-к. квартира,73,17 200 000₽,234 332 ₽,"ул. Латышских Стрелков, 1",Проспект Большевиков,15,27.10.2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_734_m_822_et._7687156914?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJaZ1pKaWVKU2Zzd0cxdXhqIjt9Bfzh-D8AAAA
1-к. квартира,36,9 400 000₽,258 953 ₽,"ул. Савушкина, 19",Чёрная речка,10,24.07.2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_363_m_44_et._7508412635?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJaZ1pKaWVKU2Zzd0cxdXhqIjt9Bfzh-D8AAAA
3-к. квартира,97,17 500 000₽,178 754 ₽,"Дальневосточный пр-т, 6к1",Новочеркасская,20,14.09.2017,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_979_m_815_et._927953092?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
3-к. квартира,64,12 000 000₽,185 185 ₽,"Будапештская ул., 114",Дунайская,20,01.12.2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_648_m_39_et._7751184028?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,41,8 200 000₽,196 172 ₽,"ул. Шотмана, 7к1",Улица Дыбенко,15,24.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_418_m_59_et._7939644717?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,38,9 850 000₽,259 211 ₽,"Дунайский пр-т, 28к2",Звёздная,10,21.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_38_m_1824_et._7825869525?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
Апартаменты-студия,16,3 490 000₽,211 515 ₽,"2-я линия Васильевского острова, 3",Василеостровская,15,25.12.2025,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_165_m_14_et._7909205498?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
3-к. квартира,75,12 800 000₽,170 439 ₽,"пос. Шушары, Первомайская ул., 5к1",Купчино,31,26.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_751_m_1619_et._7908175278?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
3-к. квартира,66,13 000 000₽,194 903 ₽,"Будапештская ул., 104к4",Дунайская,15,13.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_667_m_27_et._7915147252?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
Квартира-студия,27,6 900 000₽,251 825 ₽,"Суздальское ш., 20к4",Проспект Просвещения,31,27.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_274_m_1525_et._7929015733?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
3-к. квартира,90,21 700 000₽,239 250 ₽,"Парашютная ул., 15",Комендантский проспект,20,27.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_907_m_44_et._7889934603?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,42,13 000 000₽,309 524 ₽,"Таврическая ул., 1",Чернышевская,15,06.11.2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_42_m_25_et._7760437069?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,31,5 900 000₽,187 898 ₽,"ул. Стойкости, 12",Проспект Ветеранов,31,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_314_m_25_et._7967967120?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
2-к. квартира,45,11 250 000₽,249 446 ₽,"Северный пр-т, 24к1",Озерки,30,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_451_m_29_et._7973389268?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
Квартира-студия,25,6 300 000₽,245 136 ₽,"пос. Парголово, Заречная ул., 11к2",Парнас,30,10.03.2018,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_257_m_1926_et._1583786083?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
3-к. квартира,80,16 750 000₽,209 375 ₽,"Большеохтинский пр-т, 33к1",Новочеркасская,31,06.05.2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_80_m_35_et._7349096893?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
2-к. квартира,51,8 000 000₽,154 440 ₽,"Белорусская ул., 14/22",Проспект Большевиков,31,27.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_518_m_29_et._8045444799?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
3-к. квартира,77,23 500 000₽,302 835 ₽,"Железнодорожный пр-т, 14к1",Ломоносовская,15,27.08.2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_776_m_914_et._7605076180?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
2-к. квартира,45,10 000 000₽,220 751 ₽,"пр-т Науки, 20",Академическая,15,16.11.2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_453_m_45_et._7720226358?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
Квартира-студия,26,5 700 000₽,213 483 ₽,"территория Усть-Славянка, Славянская ул., 21",Рыбацкое,31,24.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_267_m_2325_et._7908669501?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
2-к. квартира,50,9 500 000₽,190 000 ₽,"Курская ул., 31",Обводный канал,10,14.10.2023,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50_m_14_et._3603483081?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,38,10 800 000₽,282 723 ₽,"Северный пр-т, 10к2",Озерки,15,13.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_382_m_216_et._7900711442?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
Апартаменты-студия,13,2 650 000₽,200 758 ₽,"пр-т Добролюбова, 25",Спортивная,10,24.12.2025,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_132_m_14_et._7909005694?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
2-к. квартира,57,11 835 045₽,205 827 ₽,"пос. Парголово, ул. Фёдора Абрамова, 21к3",Парнас,30,18.06.2024,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_575_m_2027_et._3948795609?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
2-к. квартира,49,9 200 000₽,186 613 ₽,"Садовая ул., 105",Балтийская,20,25.10.2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_493_m_25_et._7697571506?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,36,12 650 000₽,349 448 ₽,"пр-т Авиаконструкторов, 54",Комендантский проспект,31,10.12.2024,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_362_m_1112_et._4697763726?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
2-к. квартира,62,9 900 000₽,157 895 ₽,"Муринская дорога, 74к1",Девяткино,30,31.08.2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_627_m_1717_et._7560249140?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,36,8 900 000₽,245 856 ₽,"ул. Лагоды, 5",Ладожская,31,27.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_362_m_1224_et._7918094529?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,38,10 400 000₽,268 734 ₽,"Кронштадтская ул., 13к2",Автово,10,11.06.2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_387_m_1722_et._7435058065?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
3-к. квартира,69,10 800 000₽,155 172 ₽,"пр-т Ударников, 43к2",Ладожская,31,06.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_696_m_212_et._7868415111?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,33,12 800 000₽,387 879 ₽,"ул. Марата, 76",Звенигородская,10,26.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_33_m_26_et._7919605393?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,36,8 000 000₽,219 178 ₽,"ул. Бабушкина, 49",Ломоносовская,15,24.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_365_m_19_et._7910381382?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,44,14 000 000₽,318 182 ₽,"Гончарная ул., 15А",Площадь Восстания,10,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_44_m_46_et._7973558519?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,44,11 200 000₽,250 559 ₽,"пр-т Луначарского, 78к5",Гражданский проспект,31,27.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_447_m_2526_et._8000977105?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,52,14 000 000₽,266 667 ₽,"ул. Маршала Тухачевского, 23",Ладожская,31,27.09.2023,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_525_m_616_et._3399353336?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,31,5 600 000₽,178 914 ₽,"пр-т Металлистов, 25к1",Ладожская,31,27.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_313_m_27_et._7935394817?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
3-к. квартира,58,10 000 000₽,172 117 ₽,"пр-т Славы, 4",Проспект Славы,20,27.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_581_m_410_et._7933320241?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
3-к. квартира,55,11 900 000₽,213 262 ₽,"Замшина ул., 19",Выборгская,31,17.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_558_m_55_et._7907152262?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,40,13 500 000₽,337 500 ₽,"пр-т Маршала Блюхера, 9к1",Лесная,30,14.08.2024,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_40_m_1516_et._4188289523?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,38,10 700 000₽,281 579 ₽,"Дальневосточный пр-т, 25к1",Улица Дыбенко,30,27.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_38_m_1325_et._7958606955?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
Квартира-студия,25,8 300 000₽,332 000 ₽,"Коломяжский пр-т, 15к2",Пионерская,5,28.10.2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_25_m_1625_et._7754103647?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,46,12 000 000₽,260 870 ₽,"Стародеревенская ул., 33/10Б",Комендантский проспект,10,26.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_46_m_1617_et._7987705920?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
2-к. квартира,59,12 600 000₽,212 121 ₽,"пос. Парголово, Заречная ул., 19к1",Парнас,15,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_594_m_1319_et._7920776264?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
3-к. квартира,79,14 450 000₽,182 911 ₽,"Кирочная ул., 12",Чернышевская,5,07.07.2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_79_m_55_et._7489838707?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
2-к. квартира,33,13 000 000₽,383 481 ₽,"Дальневосточный пр-т, 12к2",Проспект Большевиков,20,04.01.2024,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_339_m_413_et._3649398074?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
1-к. квартира,40,9 900 000₽,246 883 ₽,"Тихорецкий пр-т, 25к2",Политехническая,30,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_401_m_511_et._7968172111?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHWnlzQTh2QzBzWDk1UnJ6Ijt9Uyksyz8AAAA
3-к. квартира,58,10 000 000₽,172 117 ₽,"пр-т Славы, 4",Проспект Славы,20,27.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_581_m_410_et._7933320241?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOU1BNWTZOdUVJcjUzaFV4Ijt9vtnwOj8AAAA
1-к. квартира,40,13 500 000₽,337 500 ₽,"пр-т Маршала Блюхера, 9к1",Лесная,30,14.08.2024,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_40_m_1516_et._4188289523?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOU1BNWTZOdUVJcjUzaFV4Ijt9vtnwOj8AAAA
1-к. квартира,38,10 700 000₽,281 579 ₽,"Дальневосточный пр-т, 25к1",Улица Дыбенко,30,27.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_38_m_1325_et._7958606955?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOU1BNWTZOdUVJcjUzaFV4Ijt9vtnwOj8AAAA
1-к. квартира,31,5 800 000₽,185 897 ₽,"ул. Васенко, 5/15",Выборгская,31,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_312_m_25_et._7901957103?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOU1BNWTZOdUVJcjUzaFV4Ijt9vtnwOj8AAAA
1-к. квартира,34,15 200 000₽,443 149 ₽,"Измайловский б-р, 11",Фрунзенская,15,19.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_343_m_314_et._7866477122?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOU1BNWTZOdUVJcjUzaFV4Ijt9vtnwOj8AAAA
Квартира-студия,25,8 300 000₽,332 000 ₽,"Коломяжский пр-т, 15к2",Пионерская,5,28.10.2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_25_m_1625_et._7754103647?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOU1BNWTZOdUVJcjUzaFV4Ijt9vtnwOj8AAAA
1-к. квартира,46,12 000 000₽,260 870 ₽,"Стародеревенская ул., 33/10Б",Комендантский проспект,10,26.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_46_m_1617_et._7987705920?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOU1BNWTZOdUVJcjUzaFV4Ijt9vtnwOj8AAAA
1-к. квартира,36,12 650 000₽,349 448 ₽,"пр-т Авиаконструкторов, 54",Комендантский проспект,31,10.12.2024,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_362_m_1112_et._4697763726?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOU1BNWTZOdUVJcjUzaFV4Ijt9vtnwOj8AAAA
2-к. квартира,59,12 600 000₽,212 121 ₽,"пос. Парголово, Заречная ул., 19к1",Парнас,15,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_594_m_1319_et._7920776264?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOU1BNWTZOdUVJcjUzaFV4Ijt9vtnwOj8AAAA
3-к. квартира,79,14 450 000₽,182 911 ₽,"Кирочная ул., 12",Чернышевская,5,07.07.2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_79_m_55_et._7489838707?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOU1BNWTZOdUVJcjUzaFV4Ijt9vtnwOj8AAAA
2-к. квартира,33,13 000 000₽,383 481 ₽,"Дальневосточный пр-т, 12к2",Проспект Большевиков,20,04.01.2024,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_339_m_413_et._3649398074?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOU1BNWTZOdUVJcjUzaFV4Ijt9vtnwOj8AAAA
