type,space,price,area_price,address,metro,time_to_metro,subtitle,date,source
1-к. квартира,40,5 600 000₽,138 614 ₽ за м²,,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_404_m_1823_et._7897062848?context=H4sIAAAAAAAA_wGIAHf_YTo0OntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MTE6IndpZGdldFRpdGxlIjtOO3M6MToieCI7czozMToiazRxY2MxeXZqZTc0MGYyODR3a2hxbGd3YmkyOHJ5OSI7faDSdK-IAAAA
Квартира-студия,24 м²,4 649 000₽,193 708 ₽ за м²,,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_24_m_1112_et._4542905758?context=H4sIAAAAAAAA_wGIAHf_YTo0OntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MTE6IndpZGdldFRpdGxlIjtOO3M6MToieCI7czozMToiazRxY2MxeXZqZTc0MGYyODR3a2hxbGd3YmkyOHJ5OSI7faDSdK-IAAAA
Апартаменты-студия,27,5 847 000₽,211 848 ₽ за м²,,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_276_m_1016_et._7343330845?context=H4sIAAAAAAAA_wGIAHf_YTo0OntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MTE6IndpZGdldFRpdGxlIjtOO3M6MToieCI7czozMToiazRxY2MxeXZqZTc0MGYyODR3a2hxbGd3YmkyOHJ5OSI7faDSdK-IAAAA
1-к. квартира,43,17 380 000₽,397 712 ₽ за м²,,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_437_m_79_et._4590665352?context=H4sIAAAAAAAA_wGIAHf_YTo0OntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MTE6IndpZGdldFRpdGxlIjtOO3M6MToieCI7czozMToiazRxY2MxeXZqZTc0MGYyODR3a2hxbGd3YmkyOHJ5OSI7faDSdK-IAAAA
Квартира-студия,21,9 500 000₽,433 790 ₽ за м²,,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_219_m_1313_et._7819759261?context=H4sIAAAAAAAA_wGIAHf_YTo0OntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MTE6IndpZGdldFRpdGxlIjtOO3M6MToieCI7czozMToiazRxY2MxeXZqZTc0MGYyODR3a2hxbGd3YmkyOHJ5OSI7faDSdK-IAAAA
Квартира-студия,25,6 450 000₽,255 952 ₽ за м²,,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_252_m_24_et._7796921339?context=H4sIAAAAAAAA_wGIAHf_YTo0OntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MTE6IndpZGdldFRpdGxlIjtOO3M6MToieCI7czozMToiazRxY2MxeXZqZTc0MGYyODR3a2hxbGd3YmkyOHJ5OSI7faDSdK-IAAAA
Квартира-студия,26,5 690 000₽,211 524 ₽ за м²,,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_269_m_810_et._7728061664?context=H4sIAAAAAAAA_wGIAHf_YTo0OntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MTE6IndpZGdldFRpdGxlIjtOO3M6MToieCI7czozMToiazRxY2MxeXZqZTc0MGYyODR3a2hxbGd3YmkyOHJ5OSI7faDSdK-IAAAA
Квартира-студия,22,4 500 000₽,198 238 ₽ за м²,,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_227_m_612_et._7774239579?context=H4sIAAAAAAAA_wGIAHf_YTo0OntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MTE6IndpZGdldFRpdGxlIjtOO3M6MToieCI7czozMToiazRxY2MxeXZqZTc0MGYyODR3a2hxbGd3YmkyOHJ5OSI7faDSdK-IAAAA
2-к. квартира,86,29 998 000₽,345 998 ₽ за м²,"пр-т Патриотов, 35",,,"Просторная квартира 86,7 м² в Lotos Club с видом на Финский залив.

Квартира находится в новом доме бизнес-класса прямо у набережной Финского залива. Такой планировки сейчас в продаже больше нет — поэтому вариант действительно редкий.

О районе.
Дом расположен в Балтийской Жемчужине — это тихое место возле воды, где приятно просто жить. Рядом пешеходная набережная, аккуратный двор, прогулочные зоны. Утром здесь красиво, вечером — особенно.

В пешей доступности есть действующий сад, строятся школ...",8 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_867_m_78_et._7873495163?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
1-к. квартира,45,21 500 000₽,470 460 ₽ за м²,"ул. Помяловского, 3",Новочеркасская,11–15 мин.,"Видовая квартира!

Обратите Внимание!
Квартира сдавалась в черновой отделке, сейчас в ней идет ремонт. Ориентируйтесь на рендеры, будет так же. Ремонт подходит к концу. Квартиру можно посмотреть.

Оконный проем 2,9 м. Окна на запад.
Потолок 3 метра.

- Круглосуточное видеонаблюдение, подземный паркинг, ландшафтный дизайн на закрытой прилегающей территории и гостевой паркинг.
- Станция метро «Новочеркасская» в 5-7 минутах пешком, выезд на Кад в 15 минутах транспортом, центр города в пешей доступн...",6 августа 2024,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_457_m_69_et._4641752322?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
3-к. квартира,56,12 900 000₽,227 513 ₽ за м²,"ул. Шаврова, 17",Комендантский проспект,21–30 мин.,"Планировка:
гостиная.
Две изолированные спальни.
Отдельная кухня.
Санузел.
Два балкона, выходят на две разные стороны дома.

Квартира светлая, с хорошей инсоляцией, окна на две стороны.
Дом с угловой парадной, подъезд чистый и ухоженный.

Развитая инфраструктура:
школа во дворе, рядом детский сад.
Детская площадка.
Две поликлиники за домом.
Автобусная остановка в пешей доступности.
В перспективе — открытие станции метро.
Рядом три торговых центра и кинотеатр.

Юридическая информация:
один собств...",20 января 19:39,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_567_m_39_et._7897751551?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
1-к. квартира,38,14 000 000₽,362 694 ₽ за м²,"ул. Адмирала Коновалова, 2-4",,,"Связь Только через сообщения на авито. Без Звонков. Агенты без клиентов в бан.

Прямая продажа, без обременений, никто не прописан. В собственности более 5 лет. Мебель и техника от 2023г остаются покупателю.

Площадь 38,6 +4м2 балкон.

Ближайший дом к ТЦ Жемчужная.

Квартира в Балтийской Жемчужине.

Новое метро открылось рядом!
Этаж высокий, окна во двор — тишина, чистый воздух. На Восток.

Коммуникации в ванне и туалете, кухни все сделаны, кафель выложен аккуратно, плесени нет, живности нет, кв...",2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_386_m_1620_et._7893715073?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
2-к. квартира,72,19 150 000₽,265 235 ₽ за м²,"Серебристый б-р, 18к1",Пионерская,11–15 мин.,"Продаётся эксклюзивная 2-комнатная квартира 72,2м² у м. «Пионерская».

Просторное семейное гнездышко премиум-класса в идеальном расположении. Не просто квартира, а готовое решение для комфортной жизни и выгодных инвестиций.

Ключевые преимущества:

Элитный жилой комплекс:

— Роскошное лобби и вежливый круглосуточный консьерж-сервис.

— Собственный современный фитнес-зал.

Идеальная транспортная доступность:

— Всего 10 минут неспешной прогулки до станции метро «Пионерская».

Авторский дизайн и о...",19 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_722_m_26_et._7771553054?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
Своб. планировка,211 м²,11 990 000₽,56 825 ₽ за м²,,Рыбацкое,от 31 мин.,"Продается таунхаус с черновой отделкой. Сделана стяжка, теплый пол, сантехника заведена и электрика.
Продаю срочно и сильно ниже рынка. Такой у застройщика стоит 18-20 млн.
Закрытая территория, живут соседи, многие уже сделали ремонт.
Прекрасный большой таунхаус с собственным выходом в лес, своим участком, где можно проводить время, жарить шашлыки или просто отдыхать. Один собственник, никаких обременений, никто не прописан, Долгов по коммуналке и т д нет. Готов к сделке. Цена за срочность, Торг...",7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/svob._planirovka_211_m_13_et._7910437238?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
1-к. квартира,42 м²,7 600 000₽,180 952 ₽ за м²,"д. Юкки, Тенистая ул., 11к1",,,"Предлагается к продаже просторная однокомнатная квартира, с интересным ремонтом, в стиле Хай Тек. Основные преимущества данного ЖК в том, что здесь нет «человейников» и никогда не будет. У Вас не будут прыгать и скакать над головой соседи сверху, живущие здесь ценят тишину и покой, уважают чужое пространство. Вам самим будет неудобно громко разговаривать, потому что это будет выглядеть неуместно… Вы это поймете при первом же посещении этого уголка природы… Соответствовенно, нет людских масс и ск...",26 января 01:55,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_42_m_23_et._7838205983?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
1-к. квартира,44,14 700 000₽,330 337 ₽ за м²,"Зеленогорская ул., 7",Пионерская,16–20 мин.,"К продаже предлагается частично видовая однокомнатная квартира в ЖК «Светлана» с только что завершенным ремонтом, полностью готовая к проживанию. Общая площадь объекта 44,5 кв. М., из которых 5,2 кв. М. Приходится на лоджию.

Все, что представлено на фото, соответствует реальности (проведена профессиональная фотосессия) и входит в заявленную цену. В квартире никто не проживал. Вся мебель, техника и оборудование абсолютно новые. Ремонтные работы выполнены квалифицированной бригадой при постоянном...",1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_445_m_1125_et._7945095619?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
3-к. квартира,126 м²,125 500 000₽,996 032 ₽ за м²,"Воскресенская наб., 32",Площадь Ленина,11–15 мин.,"Код объекта: 2038027.

Элитная видовая квартира 126 м2 в клубном доме deluxe — «Приоритет»*.

— Санкт-Петербург, набережная Большой Невы*.

— Коллекционное жилье уровня deluxe с панорамными видами на символы Петербурга! *.

— О квартире: *.

Площадь: *126 м2*.

— Кухня-гостиная — 60 м2*.

— 2 спальни* — 16,23 мг и 18,16 мг.

— 2 санузла*.

— Потолки — 3,3 м*.

— В стоимость квартиры входит 1 парковочное место на — 1 этаже.

— Окна на две стороны*: во двор и на набережную.

— Вид на Большую Неву,...",2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_126_m_67_et._7899987236?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
3-к. квартира,72,12 000 000₽,165 517 ₽ за м²,"пр-т Маршала Жукова, 18Г",Юго-Западная,6–10 мин.,"Код объекта: 1826236.

Продается уютная 3ккв в кирпичном доме, в 5 минутах пешком от новой станции метро «Юго-Западная» (открытие осенью 2025 г!)!

О Квартире:
- кирпичный дом;
- квартира имеет правильную форму комнат, с прекрасным расположением и возможностью естественного проветривания;
- благодаря индивидуальному проекту дома, в квартире хорошая шумоизоляция и комфортный микроклимат: зимой не холодно, летом не жарко;
- очень светлая: есть комната с окнами по двум стенам;
- нестандартная и удо...",3 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_725_m_516_et._7633072004?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
2-к. квартира,70,28 500 000₽,404 830 ₽ за м²,"Коломяжский пр-т, 13к3",Пионерская,6–10 мин.,"Стильная евро-3 квартира cо всей мебелью в 5 мин от метро.

Агент.

В продаже современная квартира формата евро-3 с ремонтом по индивидуальному дизайн-проекту. Вас ждёт не просто жильё, а продуманное пространство для комфорта, где каждая деталь создана с вниманием к будущим жильцам.

Авторский ремонт: светлая, нейтральная палитра, качественные материалы, многоуровневое освещение, создающее расслабляющую атмосферу.

· Умная планировка: практичная евро-планировка с двумя изолированными спальнями (...",22 января 11:51,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_704_m_716_et._7847422881?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
2-к. квартира,48,16 500 000₽,337 423 ₽ за м²,"Большой Сампсониевский пр-т, 59",Выборгская,6–10 мин.,"Агент на сделку есть, никаких комиссий не платим, помощь с продажей, рекламой и пр. Не нужна. Не копируйте объявление, пожалуйста.

Продается нежно любимая 2-х комнатная квартира в непосредственной близости к историческому центру Санкт-Петербурга в 7 минутах неспешной ходьбы от метро Выборгская.

О Районе:
Район удобен для жизни, всё необходимое есть в пешей доступности. Поликлиника, почты, детские сады, пункты выдачи и прочие приятные моменты очень близко. До всех достопримечательностей центра ...",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_489_m_44_et._7890757990?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
3-к. квартира,102,41 700 000₽,406 037 ₽ за м²,"Черниговская ул., 17",Московские ворота,11–15 мин.,"Продаётся трёхкомнатная квартира 105 м. В престижном Московском районе.

Квартира делалась для себя, амортизация минимальная.

В комнатах панорамные окна с французскими балконами, высокий этаж, что делает квартиру более светлой. Вечером вид на город и закаты. Три полноценные спальни: 23,18 и 16 метров, одна из которых с тремя окнами и своей гардеробной. Отдельная гардеробная при входе для верхней и сезонной одежды. Для стирально-постирочной зоны выделен отдельный шкаф, но при желании её можно пе...",22 января 22:13,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_1027_m_912_et._7887433664?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
1-к. квартира,40,13 400 000₽,332 506 ₽ за м²,"Среднерогатская ул., 11к2",Звёздная,16–20 мин.,"Продаётся просторная однокомнатная квартира 40.3 м2 с уникальной характеристикой — потоки 3.2 метра!

Новый ЖК комфорт класса Аквилон Leaves в Московском районе, в 25 минутах ходьбы от метро «Звездная».

О Квартире:
- общая площадь без учёта лоджии 40.3.
- лоджия не утепленная 3.6 м2.
- 12 этаж, сверху нет соседей.
- потолки 3.2 метра, такая высота потолков только на последних этажах.

На территории комплекса круглосуточное видеонаблюдение, закрытый прогулочный двор, имеется паркинг и гостевая с...",1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_403_m_1212_et._7929314987?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
3-к. квартира,99,30 600 000₽,306 613 ₽ за м²,"Парфёновская ул., 17",Московские ворота,6–10 мин.,"Лучшaя квapтира от застройщика Эталон.

Шикаpный вид,
Большая квартира с дизайнерским ремонтом для большой семьи. Три хорошо спланированные комнаты, полноценная кухня-гостиная и два санузла.

Окна на две стороны. Лифты Отис. Безбарьерный доступ. Умные счетчики. Управление через приложение на телефоне. Алюминиевые стеклопакеты. Подземный паркинг с доступом из лифта. Вход в подъезд прямо из сквера перед домом. Двор без машин. Гостевая парковка. Видеонаблюдение. Колясочные, велопарковки.

Рядом, в ...",7 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_998_m_319_et._7768863147?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
1-к. квартира,31,13 900 000₽,446 945 ₽ за м²,"Измайловский б-р, 11",Фрунзенская,11–15 мин.,"Продаётся видовая квартира с дизайнерским ремонтом.

Качественный ремонт: Выполнен в современном стиле с использованием дизайн-проекта и качественных материалов. Теплый пол в прихожей и ванной комнате, обои под окраску (с возможностью изменения цвета). Продуманная электрика дает возможность поставить мебель на свой вкус. Отдельная кладовая. Большая и теплая лоджия с остеклением и видом на Новодевичий монастырь!

Мебель и техника остаются в подарок новому владельцу (новая кухня с духовкой и посуд...",29 января 00:26,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_311_m_718_et._7816328107?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjamF5R2ZwYzdFVXRsY3VYIjt91oAYyj8AAAA
