type,space,price,area_price,address,metro,time_to_metro,subtitle,date,source
1-к. квартира,46 м²,9 000 000₽,195 652 ₽ за м²,"Планерная ул., 21к3",Комендантский проспект,21–30 мин.,"Продажа от собственника. Куплена в 2018.
На балконе стеклопакет.
Сделан евро ремнот в 2019 году.
Выровнены стены, пол.
Поменяна эл. Плита. Есть мебель.
Дом панельный, но соседей не слышно. Кухня просторная с двумя окнами на солнечной стороне.
Загрузил свои фотографии с прошлых объявлений с авито и циана.",1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_46_m_910_et._7870474182?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
Апартаменты-студия,24,4 500 000₽,185 185 ₽ за м²,"Варфоломеевская ул., 6",Ломоносовская,16–20 мин.,"В прямой продаже студия без обременений и долгов.

Приобреталась у застройщика без ипотеки. В данный момент свободна, можно использовать как для проживания, так и для сдачи в аренду — можно отдать в управление компании (готовы взять сразу после сделки) либо сдавать самому.

Все имущество остается при продаже и входит в стоимость.

Показы по договоренности в удобное время.",27 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_243_m_913_et._7812174100?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
Квартира-студия,47,15 690 000₽,331 712 ₽ за м²,"Коломяжский пр-т, 15к2",Пионерская,до 5 мин.,"Продается 1-комнатная квартира 47,3 м² на 25 этаже, метро Пионерская.
Санкт-Петербург, Коломяжский пр., 15 к2.
Продаётся светлая видовая квартира на 25 этаже современного дома в пешей доступности от метро Пионерская.
О квартире.
Общая площадь 47,3 м².
Высокий этаж с открытой панорамой города, много света, красивые закаты, отсутствие эффекта окна в окна. Большая лоджия с обогревом пола и прозрачным потолком, так же есть французский балкон.
Функциональная планировка:
кухня с обеденной зоной.
Отдел...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_473_m_2525_et._7892616407?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
1-к. квартира,31,7 350 000₽,234 824 ₽ за м²,"ул. Крыленко, 13к1",Улица Дыбенко,16–20 мин.,"Район вокруг улицы Крыленко, дом 13, корпус 1 в Санкт-Петербурге представляет собой качественно развитую часть города с развитой инфраструктурой, ориентированную на комфортное городское проживание.

В этом районе хорошо развита транспортная доступность: рядом проходят основные городские магистрали и обеспечен удобный доступ к общественному транспорту, включая автобусные и троллейбусные маршруты. Это обеспечивает удобное сообщение с центром города и другими районами.

Инфраструктура района включа...",7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_313_m_89_et._7999028819?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
Апартаменты-студия,27 м²,7 290 000₽,270 000 ₽ за м²,"ул. Савушкина, 104",Старая деревня,6–10 мин.,"Просьба агентам Не Писать/Не звонить!

Добрый день, продаю студию с мебелью. Объявление только заново открыл в феврале.

Апартаменты расположены в 5 минутах ходьбы от шикарного Елагин острова -парка цпкио, где можно покормить белочек, покататься на лодках по каналам.
На первом этаже дома расположена круглосуточная кофейня, где всегда можно приобрести горячий ароматный кофе.

Также 7 минут ходьбы до метро «Старая деревня».

Апартаменты расположены на 7ом этаже 8ми этажного дома, в доме 4 лифта.
У...",26 июня 2025,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_27_m_78_et._7462625819?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
1-к. квартира,34,9 900 000₽,288 630 ₽ за м²,"ул. Адмирала Черокова, 20",,,"Продаем свою любимую, уютную, теплую и солнечную квартиру в одном из самых экологичных и современных районов Санкт-Петербурга.
Развитая инфраструктура: школа и детский сад напротив дома, детская и взрослая поликлиники, магазины, рядом ТЦ *Жемчужная плаза"", Финский залив в 10 минутах ходьбы, Полежаевский и Южно-Приморский парки.
Окна выходят на Юг, за счёт чего в квартире всегда сухо и тепло даже зимой, очень редко включаем батарии.
Дом 2016 года посторойки, застройщик комплекса ""Setl city"". Один...",7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_343_m_713_et._8045241850?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
1-к. квартира,23 м²,6 000 000₽,260 870 ₽ за м²,"ул. Лёни Голикова, 18",Проспект Ветеранов,11–15 мин.,"Продажа квартиры с апреля.
Просим писать сообщения, на звонки не всегда можем ответить.",8 мая 2022,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_23_m_311_et._2421637042?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
Апартаменты-студия,22,5 990 000₽,262 719 ₽ за м²,"Заозёрная ул., 3к3",Фрунзенская,6–10 мин.,"Продается уютная и светлая студия на втором этаже апарт-отеля Artstudio Moskovsky.

Отель с 2019 года признавался лучшим в различных номинациях.

Он находится у Московского проспекта, 11 км до Кад, 17 км до аэропорта Пулково, 600 м до метро «Фрунзенская», 1,3 км до гипермаркета «Лента», 5 км до Московского вокзала, 5 км до Зсд.

На первом этаже здания расположены: лобби, круглосуточная служба ресепшен, кафе и мини-ресторан. В номере выполнен качественный ремонт, остается мебель и техника.

Отлич...",30 марта 2025,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_228_m_213_et._7236437446?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
3-к. квартира,61,11 990 000₽,194 327 ₽ за м²,"Суздальский пр-т, 95",Гражданский проспект,16–20 мин.,"Квартира без обременений.
Прямая продажа,
один совершеннолетний собственник.

Квартира с дизайнерским решением и индивидуальным подходом к организации жилого пространства.
Видавая, уютная и очень светлая квартира.
Полностью заменена электрика, сантехника, стоят фильтры на воду ГХ. Квартира продается полностью мебелизирована-.
Межкомнатные двери из натурального дерева…
Гостиная: встроенные шкафы купе с зеркальными дверьми, диван кожаный раскладной, стол круглый раздвижной 4 кресла, камин электрич...",24 августа 2022,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_617_m_99_et._2512008374?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
1-к. квартира,37 м²,7 850 000₽,212 162 ₽ за м²,"пр-т Ветеранов, 173к7",,,"Продается квартира от собственника, никаких обременений. Вся мебель и бытовая техника останется новому владельцу.
В помощи агентов не нуждаюсь.",17 июля 2023,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_37_m_612_et._3152862192?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
1-к. квартира,30,9 100 000₽,300 330 ₽ за м²,"Средний пр-т Васильевского острова, 100",Горный институт,16–20 мин.,"Агентов без покупателей Категорически не беспокоить.

Продаётся светлая однушка 30,3 м² в историческом и зелёном квартале Васильевского острова от собственника.

Квартира:
1) Современный Качественный дизайнерский ремонт, сделанный 1 год назад. Полы заменены и выровнены, стены выровнены. Черновая работа не требуется.
2) Удобная для жизни планировка, без лишних коридоров.
3) Большие окна, толстые кирпичные стены — больше места, не слышно соседей и светло.
4) 5 этаж из 6, окна в тихий зеленый двор....",25 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_303_m_56_et._7777621188?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
1-к. квартира,43,7 100 000₽,162 471 ₽ за м²,"Средняя Подьяческая ул., 5",Садовая,6–10 мин.,"Инвестиционный объект в историческом центре Санкт-Петербурга, ул. Средняя Подьяческая.  Мансардный этаж.
Формат под реконструкцию / редевелопмент.  Требуется капитальный ремонт балки.
Дом включён в программу капремонта, обращения собственника оформлены.
Площадь — 43,7 м².
Высота потолков — 3.27.
Материал стен — кирпичные.
Материал перекрытий — деревянные.
Междуэтажных — деревянные.
 Возможность перепланировки под 1–2 студии или евро-2.
Цена снижена и учитывает состояние объекта.  Интересен инвес...",3 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_437_m_55_et._7876241147?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
2-к. квартира,51,15 500 000₽,300 971 ₽ за м²,"пр-т Маршала Блюхера, 9к3",Лесная,21–30 мин.,"Продается светлая и уютная 2-комнатная квартира с дизайнерским ремонтом в Калининском районе Санкт-Петербурга.

О Квартире:
В квартире создана уникальная атмосфера чистоты и свежести — здесь всегда чувствуешь себя бодро и комфортно. Выполнен стильный, качественный ремонт. Отличная планировка с просторным застекленным балконом.
О Доме И ЖК:
Действительно статусный и «цивильный» жилой комплекс с оригинальной архитектурой.
Прямо в доме расположен современный фитнес-клуб с бассейном и сауной.
Для ав...",14 ноября 2022,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_515_m_416_et._2623684317?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
2-к. квартира,51,13 700 000₽,264 990 ₽ за м²,"ул. Димитрова, 31/1",Проспект Славы,11–15 мин.,"Продается двухкомнатная квартира с качественным дизайнерским ремонтом, мебелью и техникой. Все остается новым собственникам.
Планировка есть в объявлении.

Дом расположен в пешей доступности от метро Проспект славы, 12 минут. Во дворе дома школа и детский сад, вокруг парки, скверы. Очень зеленый район с широкими проспектами и удобными выездами в центр города и московский район.
Дом 1982 г. П. Лифт новый, подъезд чистый ухоженный.

Кухня полностью оборудована техникой: холодильник nofrost, газова...",2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_517_m_512_et._7945424836?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
3-к. квартира,80 м²,14 500 000₽,181 250 ₽ за м²,"пр-т Юрия Гагарина, 36",Звёздная,11–15 мин.,"Квартира с удобной планировкой: все комнаты раздельные, в которых много света, что идеально подойдёт для семьи или комфортного проживания с возможностью организовать кабинет. Просторная прихожая, функциональная кухня, много мест для хранения. Хороший этаж — оптимальное сочетание тишины и удобства.

Дом расположен в развитом районе Санкт-Петербурга с полной инфраструктурой:
— рядом школы и детские сады.
— продуктовые магазины и супермаркеты в шаговой доступности, Гипер-Лента.
— аптеки, поликлиник...",7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_80_m_89_et._7990048870?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
1-к. квартира,39,10 500 000₽,265 152 ₽ за м²,"Школьная ул., 124",Беговая,6–10 мин.,"Агенты, в помощи с продажей не нуждаюсь, спасибо за понимание.

Продаю(я собственник) однокомнатную квартиру.

Просторная(почти 40 кв. М), светлая, находится на 7-м этаже дома 137-ой серии, окна во двор. Выход из парадной как на улицу, так и во двор. До метро «Беговая» честных 5 минут.

Развитая инфраструктура: рядом находятся Трк Меркурий(кинотеатр, фудкорт, магазины и т. Д), продуктовые магазины в пешей доступности, аптеки, школы и детские сады, парк 300-летия(10 минут ходьбы пешком), аквапарк...",25 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_396_m_712_et._7770549763?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
2-к. квартира,55,13 550 000₽,245 471 ₽ за м²,"Приморский пр-т, 167к1",Беговая,6–10 мин.,"Продается двухкомнатная квартира с видом на Финский залив, в 10 минутах ходьбы от станции метро Беговая. Комнаты изолированные, хорошие по форме. Кухня квадратная- 8.3 кв. Метра, на кухни остается кухонный гарнитур с техникой. С застекленной лоджии открывается вид на залив и парк 300- летия. Квартира очень светлая и солнечная. Дом ухоженный, чистый подъезд, хорошие, спокойные соседи. Зеленый двор.
Вся неoбхoдимая инфрacтруктура в 5-10 минутaх пешкoм. Собственность более 5 лет. Без обременений. П...",24 августа 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_552_m_1010_et._7572678461?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
1-к. квартира,43 м²,12 000 000₽,279 070 ₽ за м²,"ул. Адмирала Черокова, 18к1",,,"Один взрослый собственник, квартира с большой кухней гостиной и видом на залив. Фотографии дополню позже.
Пишите, звонки не могу временно принимать.",1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_43_m_519_et._7991705646?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
1-к. квартира,32,6 600 000₽,202 454 ₽ за м²,"ул. Кустодиева, 10к1",Проспект Просвещения,21–30 мин.,"Видовая однокомнатная квартира 32.6 кв. М. + балкон 2.8 кв. М.! Прямая продажа. Полная стоимость в договоре.

Кухня — столовая 6.2 кв. М. Жилая комната 17.7 кв. М. С возможностью разделения на гостевую и спальную зоны с выходом на остекленный балкон 2.8 кв. М., который станет дополнительным пространством для хранения вещей или отдыха. Прихожая 4.4 кв. М. С местом под шкаф. Совмещённый санузел.

Новым жильцам остается:

на кухне: встроенный кухонный гарнитур и диван;

в коридоре: шкафы (стиральна...",24 сентября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_326_m_1515_et._7733961947?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
Доля в 4-к. квартире,12 м²,1 500 000₽,125 000 ₽ за м²,"ул. Белы Куна, 7к3",Международная,до 5 мин.,"Продается доля в квартире 12 м2, изолированная комната,1 жилец.",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/dolya_v_4-k._kvartire_12_m_55_et._7973134708?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
2-к. квартира,59,13 424 000₽,227 140 ₽ за м²,"ул. Бабушкина, 42к1",Ломоносовская,до 5 мин.,"В продаже 2-комнатная квартира прямо у метро Ломоносовская.
Локация — огонь.

Ищете идеальный вариант, где всё рядом и готовы вдохнуть жизнь своими руками?
Заходите и чувствуйте — просторно, уютно, тепло.

Что в квартире:
Светлая, двусторонняя, потолки высотой 3 метра.
Балкончик в зелёный тихий двор. Окна в пол — реальны к воплощению.
Кухня 9+ м² — будет местом притяжения.
Раздельный с/у — просторный, без коленок в дверь. Стиральная машинка встанет без акробатических этюдов.
Два встроенных шкафа...",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_591_m_57_et._7967964708?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
2-к. квартира,38,8 990 000₽,232 902 ₽ за м²,"пр-т Тореза, 102к5",Удельная,6–10 мин.,"Продаётся 2ккв в зеленом районе города!

Квартира не требует ремонта — заезжай и живи.

Прямая продажа — 1 взрослый собственник.

Нотариальная сделка — все документы проверены.

Что вы получаете.
— Кирпичный дом — теплые стены с хорошей шумоизоляцией.
— Угловая квартира — максимальный естественный свет.
— Возможность перепланировки в 1ккв с большой кухней и комнатой!
— Чистый и ухоженный подъезд — отличная УК!

Рядом с домом находятся:
— поликлиника № 104 — 8–10 минут пешком.
— рынок «Удельный» ...",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_386_m_89_et._8045535063?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
2-к. квартира,64 м²,13 500 000₽,210 938 ₽ за м²,"ул. Ворошилова, 27к2",Проспект Большевиков,16–20 мин.,"Продается уютная 2-комнатная квартира в Санкт-Петербурге, расположенная на улице Ворошилова, д.27, к.2. Общая площадь квартиры составляет 64 кв. М, из которых жилая площадь — 38 кв. М, а кухня — 11 кв. М. Квартира находится на 3 этаже 20-этажного монолитного дома, построенного в 2012 году. Высота потолков — 2.78 метра. В квартире выполнен качественный евроремонт, что сразу создает ощущение уюта и комфорта. Установлена современная мебель и техника, поэтому новый владелец сможет сразу заселиться б...",24 апреля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_64_m_320_et._7355891778?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
2-к. квартира,46,7 500 000₽,161 638 ₽ за м²,"пр-т Народного Ополчения, 177",Проспект Ветеранов,от 31 мин.,"|| Предпочтительнее — сначала писать в сообщения. Если вы покупатель или представляете покупателя — будем на связи! Созвонимся, договоримся о просмотре или просто отвечу на вопросы ||.

Продается уютная двухкoмнатнaя квартира на 3 этаже 5 этажного дома. Один собственник (болee 5 лeт в собствeнности), без долгов и обременений, без перепланировок, хорошие соседи.
Светлая сторона — окна выходят в тихий зеленый двор с зоной отдыха и детской площадкой. Так же перед домом садик, сзади дома школа, чере...",1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_464_m_35_et._7893316009?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
Апартаменты-студия,19 м²,3 900 000₽,205 263 ₽ за м²,"Купчинская ул., 33",Купчино,16–20 мин.,"Готова к продаже уютная и функциональная квартира-студия в пешей доступности от ст. М. Купчино.
Вся развитая городская инфраструктура: общественный транспорт, магазины, банки, кафе, аптеки, торговые центры, а также школа во дворе дома!
Квартира полностью отремонтирована, меблирована, вся техника в прекрасном состоянии, идеально подходит как для сдачи в аренду, так и для постоянного проживания сразу после покупки!
Один взрослый собственник, в собственности более 5 лет. Без обременений.
Звоните, о...",3 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_19_m_29_et._7886498679?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
2-к. квартира,44,7 140 000₽,160 811 ₽ за м²,"пр-т Космонавтов, 29к5",Московская,16–20 мин.,"Риелторам и театру (который приводит риелтор в виде покупателей) просьба не беспокоить.
Площадь комнат:
1. 17.4 м2 (с балконом).
2. 11.10 м2.
Один собственник. Прямая продажа. В шаговой доступности: гимназия, детский сад, поликлиника, магазины и торговые центры. Метро Московская и Парк победы 25 мин пешком.",2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_444_m_35_et._7929282339?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
3-к. квартира,60,9 000 000₽,148 270 ₽ за м²,"Гражданский пр-т, 90к2",Академическая,6–10 мин.,"Продаётся уютная трёхкомнатная квартира с изолированными комнатами на девятом этаже панельного дома. Дом построен в 1968 году, что гарантирует надёжность конструкции. Из окон открывается вид во двор, где расположена детская площадка. В квартире требуется ремонт, что даёт возможность воплотить свои дизайнерские идеи.

Кухня компактная, оборудована газовой плитой. Санузел раздельный, что добавляет удобства в повседневной жизни. В доме имеется пассажирский лифт, а во дворе открытая парковка. Лоджия...",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_607_m_99_et._7973360559?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
1-к. квартира,35 м²,7 350 000₽,210 000 ₽ за м²,"Искровский пр-т, 1/13Ж",Проспект Большевиков,6–10 мин.,"Риелторам — Не Беспокоить! Есть Свой Агент!

Продается просторная и светлая 1-комнатная квартира в Невском районе Санкт-Петербурга.
Дом расположен рядом с метро «Проспект Большевиков» (8-10 мин пешком) и «Улица Дыбенко» (15-20 мин.).

Общая площадь квартиры 35 кв. М., с/у — раздельные, без балкона.
Большая кухня (7 кв. М) и большая комната (18.1 кв. М.).
В квартире произведена замена стеклопакетов,
батареи чугунные (очень теплые), на полу: линолеум, плитка.
Имеются счетчики на воду и электричест...",14 апреля 2024,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_35_m_49_et._3934425345?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
2-к. квартира,63,17 500 000₽,276 899 ₽ за м²,"Выборгское ш., 17к1",Проспект Просвещения,16–20 мин.,"Арт. 131973015 жк Шуваловские высоты. Вид на озеро. Свое машиноместо в подземном паркинге. Прямая продажа.

Один взрослый собственник, полная стоимость в дкп.

Продается видовая двухкомнатная квартира европейской планировки 63,2 м2 на 11 этаже кирпично — монолитного дома 2011 г. П. От застройщика «Компания Pioneer» в Выборгском р-не по адресу: Выборгское шоссе, дом 17, корпус 1. Проект, разработан финским бюро Jaakko Poyry Group.

Квартира продается с мебелью и техникой.

Планировка:
спальня с в...",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_632_m_1124_et._7977824899?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
1-к. квартира,38,5 990 000₽,157 218 ₽ за м²,"Пулковское ш., 86",,,"Продается однокомнатная квартира на Пулковском шоссе 86.

- Высокий первый этаж в кирпичном доме-тёпло и уютно.
- Квартира с гардеробной, что значительно увеличивает комфорт хранения вещей.
- Чистая, ухоженная парадная, спокойные дружелюбные соседи.
- Идеально подходит для семьи с детьми и пожилыми людьми благодаря удобному расположению на высоком первом этаже.
- В шаговой доступности школа №353 во дворе дома, а также школы и детские сады в ЖК «Юг Таун» и «Зеленый Квартал».
- Тихо и зелено, нет ...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_381_m_15_et._7931051856?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
1-к. квартира,31,7 200 000₽,230 032 ₽ за м²,"Ланское ш., 20к1",Пионерская,16–20 мин.,"Продается 1-комнатная квартира, в кирпичном доме, в Приморском районе, в 15-ти минутах метро Чёрная Речка, Пионерская. Квартира светлая, тёплая. Зелёный район, развитая инфраструктура. Рядом детские сады/школы. Скверы/парки, поликлиника. Частично требуется ремонт. Один взрослый собственник. Более 5-ти лет в собственности, без обременений. По договорённости можем оставить мебель.",1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_313_m_35_et._7955608416?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
2-к. квартира,64,14 900 000₽,231 366 ₽ за м²,"ул. Типанова, 32к1",Звёздная,21–30 мин.,"В прямой продаже 2 к. Кв. 64,4 кв. М Московский район, ул. Типанова, д. 32, корп. 1 в 10 минутах ст. М Московская.

Квартира общей площадью 64,4 кв. М+ 7,4 кв. М остекленный балкон.
Изолированные комнаты: 18,5 кв. М, 13,6 кв. М.
Кухня 10,7 кв. М.
Прихожая-коридор 13,6 кв. М.
Раздельный санузел: ванная 3,8 кв. М, туалет 2,1 кв. М.

Кладовка 2.1 кв. М.

Высота потолков 2,57 м.

Теплая солнечная аккуратная квартира без перепланировок. Толстые полностью кирпичные стены обеспечивают наличие глубоких ...",3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_644_m_414_et._7991378523?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzZ25VeWxmQlhDRTBtbDVOIjt9ZPt2wD8AAAA
